,Entity,Code,Year,Hydro (TWh growth – sub method),color
1938,Japan,JPN,1991,20.892,B
1939,Japan,JPN,1992,-39.917,H
1940,Japan,JPN,1993,34.817,A
1941,Japan,JPN,1994,-78.10600000000001,H
1942,Japan,JPN,1995,39.808,A
1943,Japan,JPN,1996,-4.5,E
1944,Japan,JPN,1997,25.741999999999997,A
1945,Japan,JPN,1998,7.331,C
1946,Japan,JPN,1999,-14.686,G
1947,Japan,JPN,2000,1.8780000000000001,D
1948,Japan,JPN,2001,-9.612,F
1949,Japan,JPN,2002,-4.021,E
1950,Japan,JPN,2003,30.927,A
1951,Japan,JPN,2004,-3.784,E
1952,Japan,JPN,2005,-39.513000000000005,H
1953,Japan,JPN,2006,28.747,A
1954,Japan,JPN,2007,-39.461,H
1955,Japan,JPN,2008,0.499,D
1956,Japan,JPN,2009,-13.55,G
1957,Japan,JPN,2010,45.894,A
1958,Japan,JPN,2011,-16.997,G
1959,Japan,JPN,2012,-15.171,G
1960,Japan,JPN,2013,4.5169999999999995,D
1961,Japan,JPN,2014,4.833,D
1962,Japan,JPN,2015,9.024,C
1963,Japan,JPN,2016,-30.682,H
1964,Japan,JPN,2017,11.827,B
1965,Japan,JPN,2018,3.198,D
1966,Japan,JPN,2019,-18.249000000000002,G
1967,Kazakhstan,KAZ,1986,-1.1909999999999998,E
1968,Kazakhstan,KAZ,1987,2.639,D
1969,Kazakhstan,KAZ,1988,3.4989999999999997,D
1970,Kazakhstan,KAZ,1989,0.835,D
1971,Kazakhstan,KAZ,1990,0.20600000000000002,D
1972,Kazakhstan,KAZ,1991,-0.461,E
1973,Kazakhstan,KAZ,1992,-0.9279999999999999,E
1974,Kazakhstan,KAZ,1993,2.119,D
1975,Kazakhstan,KAZ,1994,4.306,D
1976,Kazakhstan,KAZ,1995,-2.356,E
1977,Kazakhstan,KAZ,1996,-2.778,E
1978,Kazakhstan,KAZ,1997,-2.311,E
1979,Kazakhstan,KAZ,1998,-0.9940000000000001,E
1980,Kazakhstan,KAZ,1999,-0.025,E
1981,Kazakhstan,KAZ,2000,3.886,D
1982,Kazakhstan,KAZ,2001,1.382,D
1983,Kazakhstan,KAZ,2002,2.073,D
1984,Kazakhstan,KAZ,2003,-0.878,E
1985,Kazakhstan,KAZ,2004,-1.6869999999999998,E
1986,Kazakhstan,KAZ,2005,-0.6779999999999999,E
1987,Kazakhstan,KAZ,2006,-0.368,E
1988,Kazakhstan,KAZ,2007,0.9420000000000001,D
1989,Kazakhstan,KAZ,2008,-2.013,E
1990,Kazakhstan,KAZ,2009,-1.645,E
1991,Kazakhstan,KAZ,2010,2.8689999999999998,D
1992,Kazakhstan,KAZ,2011,-0.48700000000000004,E
1993,Kazakhstan,KAZ,2012,-0.758,E
1994,Kazakhstan,KAZ,2013,0.121,D
1995,Kazakhstan,KAZ,2014,1.236,D
1996,Kazakhstan,KAZ,2015,2.421,D
1997,Kazakhstan,KAZ,2016,5.775,C
1998,Kazakhstan,KAZ,2017,-1.198,E
1999,Kazakhstan,KAZ,2018,-2.2359999999999998,E
2000,Kazakhstan,KAZ,2019,-1.06,E
2001,Kuwait,KWT,1966,0.0,D
2002,Kuwait,KWT,1967,0.0,D
2003,Kuwait,KWT,1968,0.0,D
2004,Kuwait,KWT,1969,0.0,D
2005,Kuwait,KWT,1970,0.0,D
2006,Kuwait,KWT,1971,0.0,D
2007,Kuwait,KWT,1972,0.0,D
2008,Kuwait,KWT,1973,0.0,D
2009,Kuwait,KWT,1974,0.0,D
2010,Kuwait,KWT,1975,0.0,D
2011,Kuwait,KWT,1976,0.0,D
2012,Kuwait,KWT,1977,0.0,D
2013,Kuwait,KWT,1978,0.0,D
2014,Kuwait,KWT,1979,0.0,D
2015,Kuwait,KWT,1980,0.0,D
2016,Kuwait,KWT,1981,0.0,D
2017,Kuwait,KWT,1982,0.0,D
2018,Kuwait,KWT,1983,0.0,D
2019,Kuwait,KWT,1984,0.0,D
2020,Kuwait,KWT,1985,0.0,D
2021,Kuwait,KWT,1986,0.0,D
2022,Kuwait,KWT,1987,0.0,D
2023,Kuwait,KWT,1988,0.0,D
2024,Kuwait,KWT,1989,0.0,D
2025,Kuwait,KWT,1990,0.0,D
2026,Kuwait,KWT,1991,0.0,D
2027,Kuwait,KWT,1992,0.0,D
2028,Kuwait,KWT,1993,0.0,D
2029,Kuwait,KWT,1994,0.0,D
2030,Kuwait,KWT,1995,0.0,D
2031,Kuwait,KWT,1996,0.0,D
2032,Kuwait,KWT,1997,0.0,D
2033,Kuwait,KWT,1998,0.0,D
2034,Kuwait,KWT,1999,0.0,D
2035,Kuwait,KWT,2000,0.0,D
2036,Kuwait,KWT,2001,0.0,D
2037,Kuwait,KWT,2002,0.0,D
2038,Kuwait,KWT,2003,0.0,D
2039,Kuwait,KWT,2004,0.0,D
2040,Kuwait,KWT,2005,0.0,D
2041,Kuwait,KWT,2006,0.0,D
2042,Kuwait,KWT,2007,0.0,D
2043,Kuwait,KWT,2008,0.0,D
2044,Kuwait,KWT,2009,0.0,D
2045,Kuwait,KWT,2010,0.0,D
2046,Kuwait,KWT,2011,0.0,D
2047,Kuwait,KWT,2012,0.0,D
2048,Kuwait,KWT,2013,0.0,D
2049,Kuwait,KWT,2014,0.0,D
2050,Kuwait,KWT,2015,0.0,D
2051,Kuwait,KWT,2016,0.0,D
2052,Kuwait,KWT,2017,0.0,D
2053,Kuwait,KWT,2018,0.0,D
2054,Kuwait,KWT,2019,0.0,D
2055,Latvia,LVA,1986,0.061,D
2056,Latvia,LVA,1987,1.94,D
2057,Latvia,LVA,1988,-1.94,E
2058,Latvia,LVA,1989,1.682,D
2059,Latvia,LVA,1990,2.472,D
2060,Latvia,LVA,1991,-3.392,E
2061,Latvia,LVA,1992,-2.094,E
2062,Latvia,LVA,1993,0.986,D
2063,Latvia,LVA,1994,1.192,D
2064,Latvia,LVA,1995,-1.022,E
2065,Latvia,LVA,1996,-2.992,E
2066,Latvia,LVA,1997,3.036,D
2067,Latvia,LVA,1998,3.786,D
2068,Latvia,LVA,1999,-4.331,E
2069,Latvia,LVA,2000,0.172,D
2070,Latvia,LVA,2001,-0.012,E
2071,Latvia,LVA,2002,-1.062,E
2072,Latvia,LVA,2003,-0.583,E
2073,Latvia,LVA,2004,2.2430000000000003,D
2074,Latvia,LVA,2005,0.53,D
2075,Latvia,LVA,2006,-1.735,E
2076,Latvia,LVA,2007,0.048,D
2077,Latvia,LVA,2008,0.9470000000000001,D
2078,Latvia,LVA,2009,0.862,D
2079,Latvia,LVA,2010,0.109,D
2080,Latvia,LVA,2011,-1.696,E
2081,Latvia,LVA,2012,2.049,D
2082,Latvia,LVA,2013,-2.075,E
2083,Latvia,LVA,2014,-2.381,E
2084,Latvia,LVA,2015,-0.349,E
2085,Latvia,LVA,2016,1.6340000000000001,D
2086,Latvia,LVA,2017,4.592,D
2087,Latvia,LVA,2018,-4.908,E
2088,Latvia,LVA,2019,-0.8240000000000001,E
2089,Lithuania,LTU,1986,-0.025,E
2090,Lithuania,LTU,1987,-0.061,E
2091,Lithuania,LTU,1988,0.061,D
2092,Lithuania,LTU,1989,0.0,D
2093,Lithuania,LTU,1990,0.08199999999999999,D
2094,Lithuania,LTU,1991,-0.21100000000000002,E
2095,Lithuania,LTU,1992,-0.075,E
2096,Lithuania,LTU,1993,0.228,D
2097,Lithuania,LTU,1994,0.16399999999999998,D
2098,Lithuania,LTU,1995,-0.21899999999999997,E
2099,Lithuania,LTU,1996,-0.131,E
2100,Lithuania,LTU,1997,-0.086,E
2101,Lithuania,LTU,1998,0.33899999999999997,D
2102,Lithuania,LTU,1999,-0.008,E
2103,Lithuania,LTU,2000,-0.20800000000000002,E
2104,Lithuania,LTU,2001,-0.044000000000000004,E
2105,Lithuania,LTU,2002,0.07,D
2106,Lithuania,LTU,2003,-0.083,E
2107,Lithuania,LTU,2004,0.253,D
2108,Lithuania,LTU,2005,0.07400000000000001,D
2109,Lithuania,LTU,2006,-0.151,E
2110,Lithuania,LTU,2007,0.055999999999999994,D
2111,Lithuania,LTU,2008,-0.055999999999999994,E
2112,Lithuania,LTU,2009,0.052000000000000005,D
2113,Lithuania,LTU,2010,0.295,D
2114,Lithuania,LTU,2011,-0.16399999999999998,E
2115,Lithuania,LTU,2012,-0.156,E
2116,Lithuania,LTU,2013,0.247,D
2117,Lithuania,LTU,2014,-0.321,E
2118,Lithuania,LTU,2015,-0.129,E
2119,Lithuania,LTU,2016,0.257,D
2120,Lithuania,LTU,2017,0.365,D
2121,Lithuania,LTU,2018,-0.38799999999999996,E
2122,Lithuania,LTU,2019,-0.262,E
2123,Luxembourg,LUX,1966,-0.024,E
2124,Luxembourg,LUX,1967,0.027999999999999997,D
2125,Luxembourg,LUX,1968,0.005,D
2126,Luxembourg,LUX,1969,-0.032,E
2127,Luxembourg,LUX,1970,0.023,D
2128,Luxembourg,LUX,1971,-0.10400000000000001,E
2129,Luxembourg,LUX,1972,0.024,D
2130,Luxembourg,LUX,1973,-0.019,E
2131,Luxembourg,LUX,1974,0.067,D
2132,Luxembourg,LUX,1975,-0.027999999999999997,E
2133,Luxembourg,LUX,1976,-0.067,E
2134,Luxembourg,LUX,1977,0.105,D
2135,Luxembourg,LUX,1978,-0.011000000000000001,E
2136,Luxembourg,LUX,1979,0.019,D
2137,Luxembourg,LUX,1980,0.013000000000000001,D
2138,Luxembourg,LUX,1981,0.017,D
2139,Luxembourg,LUX,1982,-0.028999999999999998,E
2140,Luxembourg,LUX,1983,-0.003,E
2141,Luxembourg,LUX,1984,0.013999999999999999,D
2142,Luxembourg,LUX,1985,-0.045,E
2143,Luxembourg,LUX,1986,0.046,D
2144,Luxembourg,LUX,1987,0.039,D
2145,Luxembourg,LUX,1988,-0.023,E
2146,Luxembourg,LUX,1989,-0.061,E
2147,Luxembourg,LUX,1990,0.0,D
2148,Luxembourg,LUX,1991,0.039,D
2149,Luxembourg,LUX,1992,-0.039,E
2150,Luxembourg,LUX,1993,-0.008,E
2151,Luxembourg,LUX,1994,0.053,D
2152,Luxembourg,LUX,1995,0.006,D
2153,Luxembourg,LUX,1996,-0.078,E
2154,Luxembourg,LUX,1997,0.064,D
2155,Luxembourg,LUX,1998,0.08900000000000001,D
2156,Luxembourg,LUX,1999,-0.083,E
2157,Luxembourg,LUX,2000,0.107,D
2158,Luxembourg,LUX,2001,-0.017,E
2159,Luxembourg,LUX,2002,-0.052000000000000005,E
2160,Luxembourg,LUX,2003,-0.057,E
2161,Luxembourg,LUX,2004,0.065,D
2162,Luxembourg,LUX,2005,-0.032,E
2163,Luxembourg,LUX,2006,0.048,D
2164,Luxembourg,LUX,2007,0.012,D
2165,Luxembourg,LUX,2008,0.039,D
2166,Luxembourg,LUX,2009,-0.071,E
2167,Luxembourg,LUX,2010,0.003,D
2168,Luxembourg,LUX,2011,-0.11699999999999999,E
2169,Luxembourg,LUX,2012,0.09,D
2170,Luxembourg,LUX,2013,0.052000000000000005,D
2171,Luxembourg,LUX,2014,-0.031,E
2172,Luxembourg,LUX,2015,-0.023,E
2173,Luxembourg,LUX,2016,0.039,D
2174,Luxembourg,LUX,2017,-0.076,E
2175,Luxembourg,LUX,2018,0.016,D
2176,Luxembourg,LUX,2019,0.032,D
2177,Malaysia,MYS,1966,0.292,D
2178,Malaysia,MYS,1967,0.092,D
2179,Malaysia,MYS,1968,0.21899999999999997,D
2180,Malaysia,MYS,1969,0.583,D
2181,Malaysia,MYS,1970,0.522,D
2182,Malaysia,MYS,1971,-0.433,E
2183,Malaysia,MYS,1972,0.3,D
2184,Malaysia,MYS,1973,-0.128,E
2185,Malaysia,MYS,1974,-0.28300000000000003,E
2186,Malaysia,MYS,1975,-0.003,E
2187,Malaysia,MYS,1976,-0.158,E
2188,Malaysia,MYS,1977,-0.49700000000000005,E
2189,Malaysia,MYS,1978,0.375,D
2190,Malaysia,MYS,1979,0.5539999999999999,D
2191,Malaysia,MYS,1980,0.848,D
2192,Malaysia,MYS,1981,0.424,D
2193,Malaysia,MYS,1982,-0.163,E
2194,Malaysia,MYS,1983,0.685,D
2195,Malaysia,MYS,1984,4.728,D
2196,Malaysia,MYS,1985,0.88,D
2197,Malaysia,MYS,1986,0.978,D
2198,Malaysia,MYS,1987,2.3480000000000003,D
2199,Malaysia,MYS,1988,2.12,D
2200,Malaysia,MYS,1989,-1.207,E
2201,Malaysia,MYS,1990,-3.522,E
2202,Malaysia,MYS,1991,1.1740000000000002,D
2203,Malaysia,MYS,1992,-0.45399999999999996,E
2204,Malaysia,MYS,1993,1.575,D
2205,Malaysia,MYS,1994,4.5280000000000005,D
2206,Malaysia,MYS,1995,-0.736,E
2207,Malaysia,MYS,1996,-2.872,E
2208,Malaysia,MYS,1997,-2.8080000000000003,E
2209,Malaysia,MYS,1998,0.789,D
2210,Malaysia,MYS,1999,8.597000000000001,C
2211,Malaysia,MYS,2000,-1.55,E
2212,Malaysia,MYS,2001,-2.687,E
2213,Malaysia,MYS,2002,-1.893,E
2214,Malaysia,MYS,2003,-0.981,E
2215,Malaysia,MYS,2004,1.219,D
2216,Malaysia,MYS,2005,1.072,D
2217,Malaysia,MYS,2006,0.743,D
2218,Malaysia,MYS,2007,-1.078,E
2219,Malaysia,MYS,2008,4.785,D
2220,Malaysia,MYS,2009,-2.533,E
2221,Malaysia,MYS,2010,-1.49,E
2222,Malaysia,MYS,2011,4.291,D
2223,Malaysia,MYS,2012,2.952,D
2224,Malaysia,MYS,2013,6.379,C
2225,Malaysia,MYS,2014,3.864,D
2226,Malaysia,MYS,2015,1.153,D
2227,Malaysia,MYS,2016,15.132,B
2228,Malaysia,MYS,2017,16.759,B
2229,Malaysia,MYS,2018,-1.325,E
2230,Malaysia,MYS,2019,1.18,D
2231,Mexico,MEX,1966,3.486,D
2232,Mexico,MEX,1967,2.497,D
2233,Mexico,MEX,1968,4.513999999999999,D
2234,Mexico,MEX,1969,2.122,D
2235,Mexico,MEX,1970,4.442,D
2236,Mexico,MEX,1971,-1.203,E
2237,Mexico,MEX,1972,2.6639999999999997,D
2238,Mexico,MEX,1973,2.333,D
2239,Mexico,MEX,1974,0.9359999999999999,D
2240,Mexico,MEX,1975,-4.239,E
2241,Mexico,MEX,1976,5.757999999999999,C
2242,Mexico,MEX,1977,5.382999999999999,C
2243,Mexico,MEX,1978,-8.267000000000001,F
2244,Mexico,MEX,1979,4.975,D
2245,Mexico,MEX,1980,-3.05,E
2246,Mexico,MEX,1981,21.410999999999998,B
2247,Mexico,MEX,1982,-4.706,E
2248,Mexico,MEX,1983,-6.086,F
2249,Mexico,MEX,1984,7.972,C
2250,Mexico,MEX,1985,13.401,B
2251,Mexico,MEX,1986,-19.805,G
2252,Mexico,MEX,1987,-5.59,F
2253,Mexico,MEX,1988,7.086,C
2254,Mexico,MEX,1989,9.772,C
2255,Mexico,MEX,1990,-2.426,E
2256,Mexico,MEX,1991,-5.155,F
2257,Mexico,MEX,1992,11.635,B
2258,Mexico,MEX,1993,-0.441,E
2259,Mexico,MEX,1994,-17.732,G
2260,Mexico,MEX,1995,20.354,B
2261,Mexico,MEX,1996,10.382,B
2262,Mexico,MEX,1997,-13.817,G
2263,Mexico,MEX,1998,-4.914,E
2264,Mexico,MEX,1999,22.554000000000002,B
2265,Mexico,MEX,2000,1.0070000000000001,D
2266,Mexico,MEX,2001,-13.401,G
2267,Mexico,MEX,2002,-10.305,G
2268,Mexico,MEX,2003,-14.084000000000001,G
2269,Mexico,MEX,2004,14.068,B
2270,Mexico,MEX,2005,6.382000000000001,C
2271,Mexico,MEX,2006,6.847,C
2272,Mexico,MEX,2007,-8.761000000000001,F
2273,Mexico,MEX,2008,30.92,A
2274,Mexico,MEX,2009,-33.437,H
2275,Mexico,MEX,2010,26.78,A
2276,Mexico,MEX,2011,-2.891,E
2277,Mexico,MEX,2012,-11.799000000000001,G
2278,Mexico,MEX,2013,-10.453,G
2279,Mexico,MEX,2014,27.237,A
2280,Mexico,MEX,2015,-20.83,G
2281,Mexico,MEX,2016,-0.951,E
2282,Mexico,MEX,2017,2.4219999999999997,D
2283,Mexico,MEX,2018,1.12,D
2284,Mexico,MEX,2019,-21.829,G
2285,Morocco,MAR,1966,-0.442,E
2286,Morocco,MAR,1967,-0.33899999999999997,E
2287,Morocco,MAR,1968,0.35,D
2288,Morocco,MAR,1969,0.861,D
2289,Morocco,MAR,1970,-0.061,E
2290,Morocco,MAR,1971,0.483,D
2291,Morocco,MAR,1972,0.21100000000000002,D
2292,Morocco,MAR,1973,-1.122,E
2293,Morocco,MAR,1974,0.40299999999999997,D
2294,Morocco,MAR,1975,-0.892,E
2295,Morocco,MAR,1976,-0.05,E
2296,Morocco,MAR,1977,1.0190000000000001,D
2297,Morocco,MAR,1978,0.142,D
2298,Morocco,MAR,1979,0.461,D
2299,Morocco,MAR,1980,-0.18600000000000003,E
2300,Morocco,MAR,1981,-1.364,E
2301,Morocco,MAR,1982,-1.256,E
2302,Morocco,MAR,1983,-0.253,E
2303,Morocco,MAR,1984,-0.319,E
2304,Morocco,MAR,1985,0.33299999999999996,D
2305,Morocco,MAR,1986,0.436,D
2306,Morocco,MAR,1987,0.506,D
2307,Morocco,MAR,1988,0.308,D
2308,Morocco,MAR,1989,0.614,D
2309,Morocco,MAR,1990,0.175,D
2310,Morocco,MAR,1991,0.017,D
2311,Morocco,MAR,1992,-0.728,E
2312,Morocco,MAR,1993,-1.4469999999999998,E
2313,Morocco,MAR,1994,1.103,D
2314,Morocco,MAR,1995,-0.636,E
2315,Morocco,MAR,1996,3.739,D
2316,Morocco,MAR,1997,0.35,D
2317,Morocco,MAR,1998,-0.85,E
2318,Morocco,MAR,1999,-2.6439999999999997,E
2319,Morocco,MAR,2000,-0.297,E
2320,Morocco,MAR,2001,0.385,D
2321,Morocco,MAR,2002,-0.071,E
2322,Morocco,MAR,2003,1.619,D
2323,Morocco,MAR,2004,0.38,D
2324,Morocco,MAR,2005,-1.713,E
2325,Morocco,MAR,2006,0.031,D
2326,Morocco,MAR,2007,-0.23,E
2327,Morocco,MAR,2008,0.022000000000000002,D
2328,Morocco,MAR,2009,4.32,D
2329,Morocco,MAR,2010,2.3040000000000003,D
2330,Morocco,MAR,2011,-3.845,E
2331,Morocco,MAR,2012,-0.996,E
2332,Morocco,MAR,2013,2.929,D
2333,Morocco,MAR,2014,-2.963,E
2334,Morocco,MAR,2015,0.602,D
2335,Morocco,MAR,2016,-1.611,E
2336,Morocco,MAR,2017,-0.196,E
2337,Morocco,MAR,2018,1.247,D
2338,Morocco,MAR,2019,-1.082,E
2339,Netherlands,NLD,1966,0.0,D
2340,Netherlands,NLD,1967,0.0,D
2341,Netherlands,NLD,1968,0.0,D
2342,Netherlands,NLD,1969,0.0,D
2343,Netherlands,NLD,1970,0.0,D
2344,Netherlands,NLD,1971,0.0,D
2345,Netherlands,NLD,1972,0.0,D
2346,Netherlands,NLD,1973,0.0,D
2347,Netherlands,NLD,1974,0.0,D
2348,Netherlands,NLD,1975,0.0,D
2349,Netherlands,NLD,1976,0.0,D
2350,Netherlands,NLD,1977,0.0,D
2351,Netherlands,NLD,1978,0.0,D
2352,Netherlands,NLD,1979,0.0,D
2353,Netherlands,NLD,1980,0.0,D
2354,Netherlands,NLD,1981,0.0,D
2355,Netherlands,NLD,1982,0.0,D
2356,Netherlands,NLD,1983,0.0,D
2357,Netherlands,NLD,1984,0.0,D
2358,Netherlands,NLD,1985,0.008,D
2359,Netherlands,NLD,1986,0.0,D
2360,Netherlands,NLD,1987,-0.006,E
2361,Netherlands,NLD,1988,0.003,D
2362,Netherlands,NLD,1989,0.09699999999999999,D
2363,Netherlands,NLD,1990,0.133,D
2364,Netherlands,NLD,1991,0.053,D
2365,Netherlands,NLD,1992,0.044000000000000004,D
2366,Netherlands,NLD,1993,-0.078,E
2367,Netherlands,NLD,1994,0.022000000000000002,D
2368,Netherlands,NLD,1995,-0.033,E
2369,Netherlands,NLD,1996,-0.022000000000000002,E
2370,Netherlands,NLD,1997,0.033,D
2371,Netherlands,NLD,1998,0.055999999999999994,D
2372,Netherlands,NLD,1999,-0.061,E
2373,Netherlands,NLD,2000,0.145,D
2374,Netherlands,NLD,2001,-0.07200000000000001,E
2375,Netherlands,NLD,2002,-0.023,E
2376,Netherlands,NLD,2003,-0.10400000000000001,E
2377,Netherlands,NLD,2004,0.063,D
2378,Netherlands,NLD,2005,-0.022000000000000002,E
2379,Netherlands,NLD,2006,0.044000000000000004,D
2380,Netherlands,NLD,2007,0.003,D
2381,Netherlands,NLD,2008,-0.02,E
2382,Netherlands,NLD,2009,-0.009000000000000001,E
2383,Netherlands,NLD,2010,0.017,D
2384,Netherlands,NLD,2011,-0.124,E
2385,Netherlands,NLD,2012,0.121,D
2386,Netherlands,NLD,2013,0.024,D
2387,Netherlands,NLD,2014,-0.008,E
2388,Netherlands,NLD,2015,-0.05,E
2389,Netherlands,NLD,2016,0.016,D
2390,Netherlands,NLD,2017,-0.1,E
2391,Netherlands,NLD,2018,0.027999999999999997,D
2392,Netherlands,NLD,2019,0.004,D
2393,New Zealand,NZL,1966,2.185,D
2394,New Zealand,NZL,1967,1.1540000000000001,D
2395,New Zealand,NZL,1968,1.535,D
2396,New Zealand,NZL,1969,-0.381,E
2397,New Zealand,NZL,1970,2.873,D
2398,New Zealand,NZL,1971,4.788,D
2399,New Zealand,NZL,1972,2.418,D
2400,New Zealand,NZL,1973,-0.466,E
2401,New Zealand,NZL,1974,0.256,D
2402,New Zealand,NZL,1975,4.0969999999999995,D
2403,New Zealand,NZL,1976,-3.235,E
2404,New Zealand,NZL,1977,-2.1630000000000003,E
2405,New Zealand,NZL,1978,2.609,D
2406,New Zealand,NZL,1979,7.733,C
2407,New Zealand,NZL,1980,2.559,D
2408,New Zealand,NZL,1981,0.875,D
2409,New Zealand,NZL,1982,-3.822,E
2410,New Zealand,NZL,1983,4.021,D
2411,New Zealand,NZL,1984,1.7369999999999999,D
2412,New Zealand,NZL,1985,-1.858,E
2413,New Zealand,NZL,1986,6.638,C
2414,New Zealand,NZL,1987,-0.47,E
2415,New Zealand,NZL,1988,2.873,D
2416,New Zealand,NZL,1989,-1.122,E
2417,New Zealand,NZL,1990,1.74,D
2418,New Zealand,NZL,1991,-0.8079999999999999,E
2419,New Zealand,NZL,1992,-5.005,F
2420,New Zealand,NZL,1993,6.667000000000001,C
2421,New Zealand,NZL,1994,6.5120000000000005,C
2422,New Zealand,NZL,1995,4.716,D
2423,New Zealand,NZL,1996,-3.755,E
2424,New Zealand,NZL,1997,-8.124,F
2425,New Zealand,NZL,1998,5.725,C
2426,New Zealand,NZL,1999,-6.666,F
2427,New Zealand,NZL,2000,4.21,D
2428,New Zealand,NZL,2001,-8.041,F
2429,New Zealand,NZL,2002,8.366,C
2430,New Zealand,NZL,2003,-3.843,E
2431,New Zealand,NZL,2004,9.382,C
2432,New Zealand,NZL,2005,-10.991,G
2433,New Zealand,NZL,2006,0.262,D
2434,New Zealand,NZL,2007,-0.215,E
2435,New Zealand,NZL,2008,-3.804,E
2436,New Zealand,NZL,2009,4.542,D
2437,New Zealand,NZL,2010,0.938,D
2438,New Zealand,NZL,2011,0.602,D
2439,New Zealand,NZL,2012,-6.097,F
2440,New Zealand,NZL,2013,-0.016,E
2441,New Zealand,NZL,2014,2.927,D
2442,New Zealand,NZL,2015,0.168,D
2443,New Zealand,NZL,2016,3.135,D
2444,New Zealand,NZL,2017,-2.241,E
2445,New Zealand,NZL,2018,2.391,D
2446,New Zealand,NZL,2019,-1.985,E
2447,North America,,1966,42.027,A
2448,North America,,1967,86.40799999999999,A
2449,North America,,1968,13.43,B
2450,North America,,1969,119.655,A
2451,North America,,1970,18.227,B
2452,North America,,1971,62.924,A
2453,North America,,1972,73.88600000000001,A
2454,North America,,1973,37.088,A
2455,North America,,1974,126.17200000000001,A
2456,North America,,1975,-29.98,H
2457,North America,,1976,-11.39,G
2458,North America,,1977,-151.58100000000002,H
2459,North America,,1978,201.673,A
2460,North America,,1979,28.513,A
2461,North America,,1980,5.544,C
2462,North America,,1981,19.674,B
2463,North America,,1982,108.62700000000001,A
2464,North America,,1983,80.873,A
2465,North America,,1984,33.196,A
2466,North America,,1985,-50.163000000000004,H
2467,North America,,1986,26.813000000000002,A
2468,North America,,1987,-105.573,H
2469,North America,,1988,-92.34899999999999,H
2470,North America,,1989,91.31200000000001,A
2471,North America,,1990,60.881,A
2472,North America,,1991,13.284,B
2473,North America,,1992,-66.148,H
2474,North America,,1993,96.405,A
2475,North America,,1994,-57.365,H
2476,North America,,1995,181.695,A
2477,North America,,1996,168.332,A
2478,North America,,1997,-6.8420000000000005,F
2479,North America,,1998,-148.50799999999998,H
2480,North America,,1999,46.573,A
2481,North America,,2000,-88.117,H
2482,North America,,2001,-266.952,H
2483,North America,,2002,160.143,A
2484,North America,,2003,-28.39,H
2485,North America,,2004,-10.41,G
2486,North America,,2005,69.87100000000001,A
2487,North America,,2006,23.074,B
2488,North America,,2007,-93.18,H
2489,North America,,2008,68.03399999999999,A
2490,North America,,2009,-13.04,G
2491,North America,,2010,-65.815,H
2492,North America,,2011,202.937,A
2493,North America,,2012,-119.31200000000001,H
2494,North America,,2013,-10.258,G
2495,North America,,2014,-33.975,H
2496,North America,,2015,-54.799,H
2497,North America,,2016,41.317,A
2498,North America,,2017,98.31299999999999,A
2499,North America,,2018,-48.756,H
2500,North America,,2019,-83.134,H
2501,North Macedonia,MKD,1991,0.992,D
2502,North Macedonia,MKD,1992,0.0,D
2503,North Macedonia,MKD,1993,-0.9059999999999999,E
2504,North Macedonia,MKD,1994,0.48100000000000004,D
2505,North Macedonia,MKD,1995,0.294,D
2506,North Macedonia,MKD,1996,0.136,D
2507,North Macedonia,MKD,1997,0.139,D
2508,North Macedonia,MKD,1998,0.508,D
2509,North Macedonia,MKD,1999,0.85,D
2510,North Macedonia,MKD,2000,-0.608,E
2511,North Macedonia,MKD,2001,-1.5219999999999998,E
2512,North Macedonia,MKD,2002,0.348,D
2513,North Macedonia,MKD,2003,1.6680000000000001,D
2514,North Macedonia,MKD,2004,0.26899999999999996,D
2515,North Macedonia,MKD,2005,0.002,D
2516,North Macedonia,MKD,2006,0.397,D
2517,North Macedonia,MKD,2007,-1.7280000000000002,E
2518,North Macedonia,MKD,2008,-0.465,E
2519,North Macedonia,MKD,2009,1.114,D
2520,North Macedonia,MKD,2010,3.0069999999999997,D
2521,North Macedonia,MKD,2011,-2.625,E
2522,North Macedonia,MKD,2012,-1.032,E
2523,North Macedonia,MKD,2013,1.374,D
2524,North Macedonia,MKD,2014,-0.985,E
2525,North Macedonia,MKD,2015,1.6480000000000001,D
2526,North Macedonia,MKD,2016,0.053,D
2527,North Macedonia,MKD,2017,-1.996,E
2528,North Macedonia,MKD,2018,1.6769999999999998,D
2529,North Macedonia,MKD,2019,-1.571,E
2530,Norway,NOR,1966,-1.9669999999999999,E
2531,Norway,NOR,1967,12.658,B
2532,Norway,NOR,1968,19.178,B
2533,Norway,NOR,1969,-7.872000000000001,F
2534,Norway,NOR,1970,1.214,D
2535,Norway,NOR,1971,15.103,B
2536,Norway,NOR,1972,11.589,B
2537,Norway,NOR,1973,15.139000000000001,B
2538,Norway,NOR,1974,10.360999999999999,B
2539,Norway,NOR,1975,2.036,D
2540,Norway,NOR,1976,12.786,B
2541,Norway,NOR,1977,-27.531,H
2542,Norway,NOR,1978,24.122,B
2543,Norway,NOR,1979,22.2,B
2544,Norway,NOR,1980,-14.125,G
2545,Norway,NOR,1981,25.614,A
2546,Norway,NOR,1982,-0.9309999999999999,E
2547,Norway,NOR,1983,36.635999999999996,A
2548,Norway,NOR,1984,0.597,D
2549,Norway,NOR,1985,-9.777999999999999,F
2550,Norway,NOR,1986,-17.172,G
